No,Date,Price,Open,High,Low,Vol.,Change %
978,7/27/2021,"14,660.58","14,807.95","14,811.08","14,503.76",885.24M,-1.21%
979,7/28/2021,"14,762.58","14,715.66","14,798.88","14,645.63",839.14M,0.70%
980,7/29/2021,"14,778.26","14,771.17","14,833.74","14,761.38",760.01M,0.11%
981,7/30/2021,"14,672.68","14,615.85","14,728.79","14,615.85",788.21M,-0.71%
982,8/2/2021,"14,681.07","14,758.60","14,770.41","14,665.67",752.76M,0.06%
983,8/3/2021,"14,761.29","14,714.00","14,762.60","14,584.09",831.95M,0.55%
984,8/4/2021,"14,780.53","14,747.21","14,812.37","14,734.12",875.56M,0.13%
985,8/5/2021,"14,895.12","14,794.08","14,896.47","14,776.03",842.72M,0.78%
986,8/6/2021,"14,835.76","14,864.22","14,890.18","14,788.59",817.60M,-0.40%
987,8/9/2021,"14,860.18","14,855.75","14,883.81","14,802.69",801.12M,0.16%
988,8/10/2021,"14,788.09","14,887.75","14,894.61","14,754.48",781.07M,-0.49%
989,8/11/2021,"14,765.13","14,834.38","14,842.50","14,692.41",787.41M,-0.16%
990,8/12/2021,"14,816.26","14,751.36","14,824.31","14,698.94",783.88M,0.35%
991,8/13/2021,"14,822.90","14,825.07","14,850.61","14,797.22",774.68M,0.04%
992,8/16/2021,"14,793.76","14,771.53","14,794.68","14,610.02",774.04M,-0.20%
993,8/17/2021,"14,656.18","14,670.56","14,716.95","14,550.88",797.61M,-0.93%
994,8/18/2021,"14,525.91","14,636.24","14,697.25","14,516.30",764.92M,-0.89%
995,8/19/2021,"14,541.79","14,423.16","14,610.76","14,423.16",841.84M,0.11%
996,8/20/2021,"14,714.66","14,571.53","14,722.16","14,571.53",828.73M,1.19%
997,8/23/2021,"14,942.65","14,776.98","14,963.46","14,776.98",782.67M,1.55%
998,8/24/2021,"15,019.80","14,978.14","15,034.89","14,965.54",737.23M,0.52%
999,8/25/2021,"15,041.86","15,039.03","15,059.43","15,011.58",760.11M,0.15%
1000,8/26/2021,"14,945.81","15,025.17","15,059.63","14,939.56",698.67M,-0.64%
1001,8/27/2021,"15,129.50","14,969.76","15,144.48","14,966.52",857.20M,1.23%
1002,8/30/2021,"15,265.89","15,165.94","15,288.08","15,165.12",807.58M,0.90%
1003,8/31/2021,"15,259.24","15,262.88","15,278.96","15,202.67",981.94M,-0.04%
1004,9/1/2021,"15,309.38","15,308.97","15,379.50","15,302.11",836.30M,0.33%
1005,9/2/2021,"15,331.18","15,358.47","15,380.07","15,285.35",771.82M,0.14%
1006,9/3/2021,"15,363.52","15,313.42","15,375.56","15,283.67",713.30M,0.21%
1007,9/7/2021,"15,374.33","15,375.98","15,403.44","15,343.28",813.76M,0.07%
1008,9/8/2021,"15,286.64","15,360.35","15,360.35","15,206.61",799.13M,-0.57%
1009,9/9/2021,"15,248.25","15,296.06","15,352.38","15,245.17",793.92M,-0.25%
1010,9/10/2021,"15,115.49","15,332.92","15,349.47","15,111.31",889.08M,-0.87%
1011,9/13/2021,"15,105.58","15,211.43","15,215.44","15,030.85",943.77M,-0.07%
1012,9/14/2021,"15,037.76","15,168.45","15,181.19","15,008.30",884.51M,-0.45%
